Country/Region,ObservationDate,Province/State,Confirmed,Deaths,Recovered
Mainland China,6/5/2020,Sichuan,578,3,558
Mainland China,6/5/2020,Tianjin,192,3,189
Mainland China,6/5/2020,Tibet,1,0,1
Mainland China,6/5/2020,Xinjiang,76,3,73
Mainland China,6/5/2020,Yunnan,185,2,183
Mainland China,6/5/2020,Zhejiang,1268,1,1267
Malawi,6/5/2020,,409,4,55
Malaysia,6/5/2020,,8266,116,6610
Maldives,6/5/2020,,1883,7,717
Mali,6/5/2020,,1485,87,816
Malta,6/5/2020,,625,9,583
Mauritania,6/5/2020,,883,43,69
Mauritius,6/5/2020,,337,10,324
Mexico,6/5/2020,Aguascalientes,1072,48,703
Mexico,6/5/2020,Baja California,5784,1200,4006
Mexico,6/5/2020,Baja California Sur,735,41,569
Mexico,6/5/2020,Campeche,688,103,464
Mexico,6/5/2020,Chiapas,2283,176,1449
Mexico,6/5/2020,Chihuahua,1807,376,1341
Mexico,6/5/2020,Ciudad de Mexico,29580,3631,21649
Mexico,6/5/2020,Coahuila,1350,91,994
Mexico,6/5/2020,Colima,196,29,117
Mexico,6/5/2020,Durango,536,49,264
Mexico,6/5/2020,Guanajuato,2278,134,1218
Mexico,6/5/2020,Guerrero,2325,347,1740
Mexico,6/5/2020,Hidalgo,2131,386,1276
Mexico,6/5/2020,Jalisco,2447,213,1294
Mexico,6/5/2020,Mexico,17815,1531,13842
Mexico,6/5/2020,Michoacan,2311,220,1669
Mexico,6/5/2020,Morelos,1540,295,982
Mexico,6/5/2020,Nayarit,722,81,430
Mexico,6/5/2020,Nuevo Leon,1758,109,1221
Mexico,6/5/2020,Oaxaca,2000,215,1300
Mexico,6/5/2020,Puebla,3804,525,2474
Mexico,6/5/2020,Queretaro,1106,139,724
Mexico,6/5/2020,Quintana Roo,2116,411,1392
Mexico,6/5/2020,San Luis Potosi,1124,62,762
Mexico,6/5/2020,Sinaloa,4237,673,2936
Mexico,6/5/2020,Sonora,2727,165,2120
Mexico,6/5/2020,Tabasco,5068,626,3518
Mexico,6/5/2020,Tamaulipas,1952,140,1449
Mexico,6/5/2020,Tlaxcala,1257,183,854
Mexico,6/5/2020,Veracruz,4871,721,3372
Mexico,6/5/2020,Yucatan,2059,207,1479
Mexico,6/5/2020,Zacatecas,347,43,233
Moldova,6/5/2020,,9247,323,5240
Monaco,6/5/2020,,99,4,93
Mongolia,6/5/2020,,191,0,70
Montenegro,6/5/2020,,324,9,315
Morocco,6/5/2020,,8071,208,7268
Mozambique,6/5/2020,,354,2,119
Namibia,6/5/2020,,25,0,16
Nepal,6/5/2020,,2912,11,333
Netherlands,6/5/2020,,47152,6005,0
Netherlands,6/5/2020,Aruba,101,3,98
Netherlands,6/5/2020,"Bonaire, Sint Eustatius and Saba",7,0,7
Netherlands,6/5/2020,Curacao,21,1,15
Netherlands,6/5/2020,Sint Maarten,77,15,61
New Zealand,6/5/2020,,1504,22,1481
Nicaragua,6/5/2020,,1118,46,370
Niger,6/5/2020,,966,65,863
Nigeria,6/5/2020,,11844,333,3696
North Macedonia,6/5/2020,,2790,149,1632
Norway,6/5/2020,,8522,238,8138
Oman,6/5/2020,,15086,72,3451
Pakistan,6/5/2020,,89249,1838,31198
Panama,6/5/2020,,15463,370,9719
Papua New Guinea,6/5/2020,,8,0,8
Paraguay,6/5/2020,,1087,11,516
Peru,6/5/2020,Amazonas,732,27,0
Peru,6/5/2020,Ancash,5226,300,0
Peru,6/5/2020,Apurimac,237,4,0
Peru,6/5/2020,Arequipa,4204,59,0
Peru,6/5/2020,Ayacucho,865,8,0
Peru,6/5/2020,Cajamarca,875,9,0
Peru,6/5/2020,Callao,13410,369,0
Peru,6/5/2020,Cusco,1182,4,0
Peru,6/5/2020,Huancavelica,507,2,0
Peru,6/5/2020,Huanuco,1120,13,0
Peru,6/5/2020,Ica,4020,277,0
Peru,6/5/2020,Junin,2093,21,0
Peru,6/5/2020,La Libertad,5483,223,0
Peru,6/5/2020,Lambayeque,9634,629,0
Peru,6/5/2020,Lima,110161,2095,0
Peru,6/5/2020,Loreto,6172,300,0
Peru,6/5/2020,Madre de Dios,731,10,0
Peru,6/5/2020,Moquegua,668,2,0
Peru,6/5/2020,Pasco,553,11,0
Peru,6/5/2020,Piura,10198,556,0
Peru,6/5/2020,Puno,456,9,0
Peru,6/5/2020,San Martin,1781,31,0
Peru,6/5/2020,Tacna,504,5,0
Peru,6/5/2020,Tumbes,1501,84,0
Peru,6/5/2020,Ucayali,5087,114,0
Peru,6/5/2020,Unknown,0,0,79214
Philippines,6/5/2020,,20626,987,4330
Poland,6/5/2020,,25410,1137,12410
Portugal,6/5/2020,,33969,1465,20526
Qatar,6/5/2020,,65495,49,40935
Romania,6/5/2020,,20103,1316,14145
Russia,6/5/2020,Adygea Republic,962,9,519
Russia,6/5/2020,Altai Krai,2192,13,966
Russia,6/5/2020,Altai Republic,156,0,91
Russia,6/5/2020,Amur Oblast,615,5,228
Russia,6/5/2020,Arkhangelsk Oblast,2621,9,779
Russia,6/5/2020,Astrakhan Oblast,2172,20,1166
Russia,6/5/2020,Bashkortostan Republic,3727,18,1286
Russia,6/5/2020,Belgorod Oblast,2695,22,1236
Russia,6/5/2020,Bryansk Oblast,4174,31,2720
Russia,6/5/2020,Buryatia Republic,1681,10,999
Russia,6/5/2020,Chechen Republic,1306,14,982
Russia,6/5/2020,Chelyabinsk Oblast,3371,23,1540
Russia,6/5/2020,Chukotka Autonomous Okrug,97,1,61
Russia,6/5/2020,Chuvashia Republic,3311,15,1476
Russia,6/5/2020,Dagestan Republic,5587,288,4520
Russia,6/5/2020,Ingushetia Republic,2268,61,1316
Russia,6/5/2020,Irkutsk Oblast,2542,16,556
Russia,6/5/2020,Ivanovo Oblast,2447,20,997
Russia,6/5/2020,Jewish Autonomous Okrug,329,4,247
Russia,6/5/2020,Kabardino-Balkarian Republic,3199,27,1502
Russia,6/5/2020,Kaliningrad Oblast,1700,24,740
Russia,6/5/2020,Kalmykia Republic,1136,16,609
Russia,6/5/2020,Kaluga Oblast,4357,34,1954
Russia,6/5/2020,Kamchatka Krai,1033,10,298
Russia,6/5/2020,Karachay-Cherkess Republic,1430,7,399
Russia,6/5/2020,Karelia Republic,548,2,210
Russia,6/5/2020,Kemerovo Oblast,666,7,270
Russia,6/5/2020,Khabarovsk Krai,2398,15,1292
Russia,6/5/2020,Khakassia Republic,1102,10,680
Russia,6/5/2020,Khanty-Mansi Autonomous Okrug,3104,18,1044
Russia,6/5/2020,Kirov Oblast,2042,18,1115
Russia,6/5/2020,Komi Republic,1480,25,855
Russia,6/5/2020,Kostroma Oblast,862,11,439
Russia,6/5/2020,Krasnodar Krai,4231,41,3109
Russia,6/5/2020,Krasnoyarsk Krai,4968,49,1427
Russia,6/5/2020,Kurgan Oblast,268,0,153
Russia,6/5/2020,Kursk Oblast,3357,15,1668
Russia,6/5/2020,Leningrad Oblast,3086,17,2011
Russia,6/5/2020,Lipetsk Oblast,2452,8,892
Russia,6/5/2020,Magadan Oblast,286,3,206
Russia,6/5/2020,Mari El Republic,1975,14,1633
Russia,6/5/2020,Mordovia Republic,2098,15,1064
Russia,6/5/2020,Moscow,191069,2806,97358
Russia,6/5/2020,Moscow Oblast,42720,539,10392
Russia,6/5/2020,Murmansk Oblast,3422,7,2427
Russia,6/5/2020,Nenets Autonomous Okrug,80,0,15
Russia,6/5/2020,Nizhny Novgorod Oblast,11499,125,4612
Russia,6/5/2020,North Ossetia - Alania Republic,3197,57,2702
Russia,6/5/2020,Novgorod Oblast,1588,9,429
Russia,6/5/2020,Novosibirsk Oblast,3334,38,1306
Russia,6/5/2020,Omsk Oblast,1595,18,605
Russia,6/5/2020,Orel Oblast,2649,31,1409
Russia,6/5/2020,Orenburg Oblast,2204,8,1587
Russia,6/5/2020,Penza Oblast,2759,26,2260
Russia,6/5/2020,Perm Krai,2011,27,1321
Russia,6/5/2020,Primorsky Krai,2262,22,1356
Russia,6/5/2020,Pskov Oblast,1131,11,420
Russia,6/5/2020,Rostov Oblast,5753,43,2157
Russia,6/5/2020,Ryazan Oblast,3872,10,1330
Russia,6/5/2020,Saint Petersburg,17822,291,7076
Russia,6/5/2020,Sakha (Yakutiya) Republic,2380,14,1177
Russia,6/5/2020,Sakhalin Oblast,160,0,63
Russia,6/5/2020,Samara Oblast,2922,23,1282
Russia,6/5/2020,Saratov Oblast,3553,35,1404
Russia,6/5/2020,Smolensk Oblast,2828,41,978
Russia,6/5/2020,Stavropol Krai,2903,56,1409
Russia,6/5/2020,Sverdlovsk Oblast,6930,37,2997
Russia,6/5/2020,Tambov Oblast,3307,8,1443
Russia,6/5/2020,Tatarstan Republic,3452,10,3235
Russia,6/5/2020,Tomsk Oblast,832,11,386
Russia,6/5/2020,Tula Oblast,4398,47,2273
Russia,6/5/2020,Tver Oblast,1875,39,1338
Russia,6/5/2020,Tyumen Oblast,1834,10,1003
Russia,6/5/2020,Tyva Republic,1391,2,232
Russia,6/5/2020,Udmurt Republic,865,12,460
Russia,6/5/2020,Ulyanovsk Oblast,2965,12,897
Russia,6/5/2020,Vladimir Oblast,2966,30,1112
Russia,6/5/2020,Volgograd Oblast,3669,21,1321
Russia,6/5/2020,Vologda Oblast,1035,11,489
Russia,6/5/2020,Voronezh Oblast,2592,16,1624
Russia,6/5/2020,Yamalo-Nenets Autonomous Okrug,2579,11,1340
Russia,6/5/2020,Yaroslavl Oblast,3501,15,1007
Russia,6/5/2020,Zabaykalsky Krai,1321,26,750
Rwanda,6/5/2020,,420,2,282
Saint Kitts and Nevis,6/5/2020,,15,0,15
Saint Lucia,6/5/2020,,19,0,18
Saint Vincent and the Grenadines,6/5/2020,,26,0,15
San Marino,6/5/2020,,680,42,428
Sao Tome and Principe,6/5/2020,,499,12,68
Saudi Arabia,6/5/2020,,95748,642,70616
Senegal,6/5/2020,,4155,45,2276
Serbia,6/5/2020,,11667,247,6931
Seychelles,6/5/2020,,11,0,11
Sierra Leone,6/5/2020,,929,47,580
Singapore,6/5/2020,,37183,24,24209
Slovakia,6/5/2020,,1526,28,1379
Slovenia,6/5/2020,,1479,109,1359
Somalia,6/5/2020,,2204,79,418
South Africa,6/5/2020,,43434,908,23088
South Korea,6/5/2020,,11719,273,10531
South Sudan,6/5/2020,,994,10,6
Spain,6/5/2020,Andalusia,12759,1404,10671
Spain,6/5/2020,Aragon,5757,826,3772
Spain,6/5/2020,Asturias,2424,312,1063
Spain,6/5/2020,Baleares,2110,209,1533
Spain,6/5/2020,C. Valenciana,11285,1332,9970
Spain,6/5/2020,Canarias,2362,151,1537
Spain,6/5/2020,Cantabria,2320,202,2287
Spain,6/5/2020,Castilla - La Mancha,17431,2945,6392
Spain,6/5/2020,Castilla y Leon,19042,1928,8716
Spain,6/5/2020,Catalonia,59182,5587,26203
Spain,6/5/2020,Ceuta,163,4,163
Spain,6/5/2020,Extremadura,2976,508,2652
Spain,6/5/2020,Galicia,9146,609,9204
Spain,6/5/2020,La Rioja,4056,362,3107
Spain,6/5/2020,Madrid,69423,8691,40736
Spain,6/5/2020,Melilla,122,2,125
Spain,6/5/2020,Murcia,1616,148,2180
Spain,6/5/2020,Navarra,5275,490,3905
Spain,6/5/2020,Pais Vasco,13529,1424,16160
Spain,6/5/2020,Unknown,0,0,0
Sri Lanka,6/5/2020,,1801,11,858
Sudan,6/5/2020,,5865,347,1924
Suriname,6/5/2020,,90,1,9
Sweden,6/5/2020,Blekinge,264,5,0
Sweden,6/5/2020,Dalarna,1277,147,0
Sweden,6/5/2020,Gavleborg,1435,111,0
Sweden,6/5/2020,Gotland,88,6,0
Sweden,6/5/2020,Halland,870,56,0
Sweden,6/5/2020,Jamtland Harjedalen,774,33,0
Sweden,6/5/2020,Jonkoping,1681,144,0
Sweden,6/5/2020,Kalmar,390,39,0
Sweden,6/5/2020,Kronoberg,897,76,0
Sweden,6/5/2020,Norrbotten,481,48,0
Sweden,6/5/2020,Orebro,1896,139,0
Sweden,6/5/2020,Ostergotland,2197,194,0
Sweden,6/5/2020,Skane,1928,192,0
Sweden,6/5/2020,Sormland,1655,228,0
Sweden,6/5/2020,Stockholm,14366,2136,0
Sweden,6/5/2020,Uppsala,2136,184,0
Sweden,6/5/2020,Varmland,599,37,0
Sweden,6/5/2020,Vasterbotten,518,28,0
Sweden,6/5/2020,Vasternorrland,835,88,0
Sweden,6/5/2020,Vastmanland,1434,148,0
Sweden,6/5/2020,Vastra Gotaland,7218,600,0
Switzerland,6/5/2020,,30936,1921,28600
